IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimAmountTotal
1170687,0,0.29,C,6,7,57,50,B1,'Diesel',186,R24,0.0
1170747,0,0.43,C,6,5,40,50,B2,'Regular',120,R82,0.0
1170978,0,0.99,C,7,4,27,60,B1,'Regular',165,R53,0.0
1171642,0,1.0,B,6,1,78,50,B1,'Diesel',86,R24,0.0
1171820,0,0.84,C,5,14,59,80,B1,'Diesel',405,R24,0.0
1172042,0,1.0,D,6,9,56,50,B1,'Diesel',741,R24,0.0
1172689,0,0.14,D,5,7,52,80,B1,'Regular',983,R52,0.0
1172738,1,0.39,E,5,15,20,50,B2,'Regular',3866,R24,1128.12
1172944,0,0.52,C,4,1,36,50,B1,'Regular',102,R24,0.0
1173041,0,0.95,C,9,13,43,50,B1,'Regular',142,R72,0.0
1174364,0,1.0,D,12,2,36,50,B10,'Regular',1410,R72,0.0
1174384,0,1.0,A,11,6,51,50,B1,'Diesel',35,R53,0.0
1174449,0,1.0,C,6,11,27,64,B1,'Diesel',440,R53,0.0
1174684,0,1.0,F,6,1,48,50,B3,'Regular',27000,R11,0.0
1174852,0,1.0,C,5,11,70,50,B2,'Diesel',412,R53,0.0
1175133,0,1.0,D,7,2,36,50,B6,'Regular',1326,R93,0.0
1175192,0,0.26,D,5,4,55,71,B2,'Regular',886,R54,0.0
1175456,0,0.66,C,8,16,21,85,B11,'Regular',448,R25,0.0
1175834,0,0.24,C,5,2,47,50,B3,'Diesel',163,R52,0.0
1175860,0,0.24,C,5,9,33,68,B5,'Diesel',354,R52,0.0
1177532,0,0.78,A,5,5,42,50,B13,'Diesel',33,R26,0.0
1177660,0,1.0,E,7,11,55,50,B2,'Diesel',4128,R52,0.0
1178005,0,1.0,E,6,6,80,50,B1,'Diesel',9307,R82,0.0
1178263,0,0.17,B,6,17,30,85,B2,'Regular',55,R23,0.0
1178529,0,1.0,E,6,13,59,72,B2,'Regular',4116,R24,0.0
1179073,0,0.77,A,6,5,45,50,B1,'Regular',39,R24,0.0
1179191,0,0.01,C,4,14,37,75,B1,'Regular',405,R24,0.0
1179309,0,0.36,D,5,7,30,81,B2,'Diesel',831,R54,0.0
1179330,0,0.83,F,8,1,26,64,B2,'Regular',22669,R11,0.0
1179342,0,0.7,B,10,2,40,50,B2,'Regular',66,R24,0.0
1179643,0,0.25,C,10,13,29,68,B5,'Diesel',115,R24,0.0
1179807,0,0.49,C,5,12,48,50,B2,'Diesel',189,R91,0.0
1179813,0,0.47,C,8,13,51,50,B10,'Diesel',201,R91,0.0
1180036,0,1.0,E,7,12,26,68,B5,'Regular',2120,R73,0.0
1180105,0,0.49,D,4,19,49,50,B1,'Regular',1326,R93,0.0
1180153,0,0.95,E,8,7,30,68,B6,'Diesel',3963,R91,0.0
1180233,0,0.49,C,6,14,25,76,B2,'Regular',269,R91,0.0
1180413,0,1.0,C,8,17,41,54,B1,'Diesel',269,R91,0.0
1180518,0,1.0,D,6,9,64,50,B4,'Regular',1445,R72,0.0
1180629,0,0.8,D,9,9,52,62,B12,'Diesel',1882,R72,0.0
1180996,0,0.99,E,7,1,32,64,B1,'Diesel',3317,R93,0.0
1181043,0,1.0,E,7,9,51,50,B1,'Regular',3301,R73,0.0
1181127,0,1.0,D,6,11,63,62,B4,'Regular',1064,R93,0.0
1181144,0,1.0,D,6,6,77,72,B1,'Regular',842,R73,0.0
1181188,0,0.22,E,11,12,51,50,B2,'Regular',3868,R93,0.0
1181317,1,0.96,B,8,9,37,55,B10,'Regular',66,R93,4326.29
1181353,0,0.97,C,4,12,33,70,B2,'Regular',483,R93,0.0
1181357,0,0.87,D,10,6,43,50,B13,'Diesel',726,R91,0.0
1181464,0,0.44,D,5,16,45,60,B1,'Regular',1287,R72,0.0
1181540,0,0.43,F,6,9,43,50,B1,'Regular',10156,R11,0.0
1181581,0,0.41,E,6,2,35,106,B6,'Diesel',5460,R11,0.0
1181590,0,0.92,C,7,12,30,50,B2,'Regular',143,R82,0.0
1181649,0,1.0,E,11,13,41,50,B10,'Regular',4348,R72,0.0
1181799,0,0.99,D,6,10,81,50,B2,'Regular',1397,R73,0.0
1181993,0,0.5,C,5,12,50,58,B2,'Diesel',356,R93,0.0
1182014,0,0.24,C,5,9,26,68,B1,'Regular',322,R73,0.0
1182172,0,0.5,B,5,8,32,50,B4,'Diesel',98,R91,0.0
1182205,1,1.0,D,7,6,28,64,B1,'Diesel',1028,R23,3000.0
1182317,0,1.0,D,9,18,43,50,B10,'Regular',675,R91,0.0
1182798,0,0.5,E,6,10,33,50,B1,'Diesel',3857,R72,0.0
1183014,0,0.98,D,5,18,40,50,B1,'Regular',631,R93,0.0
1183106,0,0.5,E,6,2,30,57,B3,'Regular',5628,R11,0.0
1183421,0,0.7,F,14,11,67,62,B3,'Regular',10156,R11,0.0
1183439,0,0.43,C,10,5,31,68,B2,'Regular',388,R93,0.0
1183913,0,0.21,C,7,5,38,50,B11,'Diesel',269,R91,0.0
1183984,0,1.01,C,4,6,52,50,B2,'Regular',426,R91,0.0
1184169,0,0.5,B,8,19,38,64,B12,'Regular',97,R93,0.0
1184700,0,1.0,A,10,3,43,50,B12,'Diesel',9,R82,0.0
1184772,0,1.0,D,9,0,49,50,B1,'Diesel',670,R82,0.0
1184791,0,0.5,E,5,6,41,60,B2,'Regular',4348,R72,0.0
1184839,0,0.5,E,6,9,43,54,B1,'Diesel',4775,R11,0.0
1184952,0,0.28,E,7,8,65,50,B2,'Regular',3317,R93,0.0
1184985,0,0.47,D,4,12,37,62,B2,'Regular',1326,R93,0.0
1185010,0,1.0,E,5,0,65,50,B2,'Regular',3963,R91,0.0
1185120,0,0.48,D,5,1,46,52,B3,'Diesel',1045,R73,0.0
1185174,0,0.46,E,13,9,42,50,B11,'Regular',9096,R11,0.0
1185263,0,0.55,E,6,1,55,50,B10,'Regular',3317,R93,0.0
1185591,0,0.44,C,6,10,39,100,B2,'Diesel',301,R91,0.0
1185646,0,0.95,E,7,13,41,68,B2,'Diesel',3182,R31,0.0
1185694,0,1.0,D,7,10,51,50,B2,'Regular',609,R93,0.0
1185728,0,0.74,E,5,1,29,68,B2,'Diesel',3541,R52,0.0
1185746,0,0.95,C,7,16,56,50,B2,'Regular',144,R93,0.0
1185782,0,0.08,D,6,5,39,50,B12,'Regular',549,R82,0.0
1186217,0,0.25,C,7,9,35,50,B1,'Regular',125,R72,0.0
1186365,0,1.0,E,4,11,27,68,B2,'Regular',6736,R11,0.0
1186639,0,0.5,C,7,9,28,50,B2,'Diesel',111,R91,0.0
1186685,0,0.5,E,5,9,69,114,B5,'Diesel',2575,R52,0.0
1186736,0,0.5,D,9,9,73,50,B12,'Regular',604,R91,0.0
1187034,0,0.39,E,6,0,46,50,B2,'Regular',4059,R23,0.0
1187057,0,0.98,C,12,14,44,60,B1,'Regular',250,R82,0.0
1187135,0,0.42,E,5,10,36,50,B6,'Diesel',2983,R31,0.0
1187141,0,0.96,C,5,9,32,80,B2,'Diesel',257,R91,0.0
1187157,0,1.0,E,6,6,37,54,B3,'Regular',2163,R52,0.0
1187159,0,0.38,E,5,11,32,85,B2,'Diesel',3708,R26,0.0
1187162,0,0.47,C,7,6,29,76,B2,'Regular',280,R72,0.0
1187232,0,0.08,E,6,0,34,63,B3,'Diesel',3857,R72,0.0
1187381,0,0.93,E,8,21,46,50,B2,'Regular',9307,R82,0.0
1187415,0,0.43,E,7,14,45,60,B10,'Diesel',4762,R93,0.0
1187506,0,0.5,E,9,13,44,50,B2,'Regular',2906,R72,0.0
1187542,0,0.77,C,7,1,59,50,B11,'Diesel',443,R73,0.0
1187672,0,0.5,D,5,10,36,58,B3,'Diesel',1231,R11,0.0
1187692,0,0.5,E,6,0,55,50,B1,'Diesel',3317,R93,0.0
1187927,0,0.5,E,7,19,47,50,B4,'Regular',2906,R72,0.0
1188366,0,0.18,D,5,17,43,72,B4,'Regular',1326,R93,0.0
1188395,0,0.18,C,9,0,32,50,B2,'Regular',245,R93,0.0
1188515,0,0.08,D,6,10,34,64,B1,'Diesel',1535,R72,0.0
1188572,1,0.08,C,11,0,37,64,B11,'Regular',393,R91,1618.31
1188712,0,0.47,E,8,9,52,80,B2,'Diesel',4116,R24,0.0
1188713,0,0.46,C,5,4,38,72,B4,'Diesel',121,R91,0.0
1188756,0,0.4,A,7,7,40,57,B1,'Diesel',24,R93,0.0
1188820,0,0.97,E,6,0,70,50,B2,'Diesel',4128,R52,0.0
1188980,1,0.49,C,10,3,57,50,B13,'Regular',374,R91,570.82
1189051,0,0.49,E,5,13,44,50,B2,'Regular',3963,R91,0.0
1189139,0,0.49,E,9,3,26,90,B2,'Regular',3317,R93,0.0
1189590,0,0.95,D,4,16,45,50,B1,'Regular',551,R31,0.0
1189603,0,0.47,E,11,10,48,50,B4,'Regular',4348,R72,0.0
1189677,0,0.08,C,6,3,51,55,B2,'Diesel',290,R91,0.0
1189717,0,0.08,E,5,11,43,50,B2,'Diesel',3488,R23,0.0
1189764,0,0.08,B,6,11,52,50,B1,'Diesel',52,R93,0.0
1189792,0,0.08,D,5,1,30,60,B2,'Regular',1326,R93,0.0
1189905,0,0.19,E,7,6,44,90,B1,'Regular',3744,R93,0.0
1190245,0,0.92,D,9,13,52,50,B5,'Regular',851,R52,0.0
1190301,0,0.49,C,9,12,32,51,B2,'Regular',185,R82,0.0
1190384,0,1.0,B,7,13,29,59,B2,'Regular',72,R82,0.0
1190443,0,0.49,B,4,11,50,50,B14,'Regular',60,R93,0.0
1190527,0,0.49,C,7,12,43,57,B2,'Regular',175,R93,0.0
1190609,0,0.49,E,8,4,45,56,B2,'Diesel',3317,R93,0.0
1190648,0,0.49,E,6,9,53,50,B6,'Diesel',2051,R82,0.0
1191016,0,0.49,E,5,9,53,80,B4,'Diesel',4348,R72,0.0
1191127,0,0.49,C,4,4,43,50,B1,'Regular',202,R11,0.0
1191195,0,0.36,C,7,2,38,72,B12,'Regular',182,R72,0.0
1191370,0,1.0,E,6,11,41,50,B1,'Regular',3258,R11,0.0
1191421,0,0.96,D,7,5,38,51,B11,'Diesel',1384,R82,0.0
1191471,0,0.39,C,7,20,47,50,B2,'Regular',316,R82,0.0
1191509,0,0.42,C,8,6,33,64,B2,'Diesel',159,R91,0.0
1191544,0,0.38,E,8,11,70,50,B13,'Diesel',4436,R25,0.0
1191712,0,0.08,E,7,13,39,50,B2,'Regular',3866,R24,0.0
1191981,0,0.02,D,5,5,43,60,B1,'Regular',1193,R24,0.0
1192042,0,0.32,E,6,2,25,85,B1,'Regular',4172,R82,0.0
1192350,0,0.98,F,6,2,51,50,B1,'Diesel',27000,R11,0.0
1192523,0,1.0,B,7,7,35,50,B11,'Diesel',74,R91,0.0
1192542,0,0.49,D,7,13,56,50,B2,'Diesel',528,R93,0.0
1192586,0,0.49,B,6,9,49,50,B1,'Diesel',66,R93,0.0
1192725,1,0.49,D,5,5,41,58,B6,'Diesel',1326,R93,1643.05
1192968,0,1.0,B,10,6,30,50,B11,'Diesel',78,R91,0.0
1193204,0,0.44,E,7,6,40,54,B1,'Diesel',3317,R93,0.0
1193248,0,0.22,C,5,4,61,52,B1,'Regular',270,R24,0.0
1193334,0,0.44,D,4,14,58,50,B1,'Regular',1874,R23,0.0
1193529,0,0.49,D,6,6,51,50,B1,'Diesel',813,R72,0.0
1193565,0,0.92,D,7,16,31,60,B3,'Regular',1248,R11,0.0
1193662,0,1.0,C,7,9,24,72,B1,'Regular',125,R91,0.0
1193704,0,1.0,E,4,13,58,80,B1,'Regular',3317,R93,0.0
1193907,0,0.08,D,4,13,29,106,B2,'Regular',679,R72,0.0
1194034,0,0.08,C,6,3,31,54,B1,'Diesel',179,R53,0.0
1194085,0,0.08,C,5,1,25,95,B3,'Diesel',376,R93,0.0
1194171,0,0.43,E,13,13,35,51,B11,'Regular',9307,R82,0.0
1194197,0,1.0,C,8,6,42,58,B1,'Diesel',119,R91,0.0
1194244,0,0.56,D,4,2,33,50,B1,'Regular',1232,R93,0.0
1194385,0,0.73,C,7,10,30,90,B1,'Diesel',483,R91,0.0
1194515,0,0.52,B,6,14,38,50,B6,'Regular',66,R93,0.0
1194642,0,0.49,B,7,4,33,50,B1,'Diesel',54,R72,0.0
1194742,0,0.49,A,7,8,62,100,B2,'Regular',13,R73,0.0
1194773,0,1.0,B,10,13,50,50,B12,'Diesel',51,R91,0.0
1194787,0,0.49,C,5,6,36,62,B4,'Diesel',212,R93,0.0
1194845,0,1.0,B,7,15,30,67,B1,'Regular',91,R93,0.0
1194917,0,0.49,A,7,6,31,80,B2,'Regular',37,R83,0.0
1195264,0,1.0,E,6,8,26,80,B1,'Regular',5877,R11,0.0
1195362,0,0.49,D,7,3,52,50,B1,'Diesel',1457,R52,0.0
1195465,0,0.99,E,4,2,45,50,B3,'Diesel',3317,R93,0.0
1195559,0,0.97,C,5,14,50,68,B1,'Regular',290,R91,0.0
1195679,0,0.29,E,6,0,37,76,B4,'Diesel',9307,R82,0.0
1195780,0,0.27,C,11,13,28,61,B3,'Regular',176,R93,0.0
1195832,0,0.49,C,6,8,36,72,B1,'Diesel',168,R25,0.0
1195929,0,0.08,A,6,12,28,64,B1,'Diesel',23,R72,0.0
1196110,0,0.08,E,6,10,43,52,B12,'Regular',3019,R73,0.0
1196274,0,0.08,E,5,5,27,68,B1,'Regular',4128,R52,0.0
1196320,0,0.08,C,6,6,22,100,B1,'Diesel',211,R91,0.0
1196386,0,0.08,E,4,1,27,100,B1,'Regular',4087,R53,0.0
1196401,0,0.26,D,7,0,54,50,B3,'Diesel',1326,R93,0.0
1196419,0,0.96,D,6,0,70,56,B1,'Regular',954,R73,0.0
1196425,0,0.49,B,7,13,46,85,B4,'Regular',71,R93,0.0
1196584,0,0.44,E,6,8,37,76,B2,'Diesel',2606,R31,0.0
1196699,0,0.72,E,5,6,27,80,B1,'Regular',3963,R91,0.0
1196922,0,1.03,D,6,21,48,50,B1,'Diesel',679,R72,0.0
1196924,0,1.0,C,7,3,52,53,B2,'Diesel',110,R93,0.0
1197037,0,0.95,E,6,0,48,67,B1,'Diesel',7313,R31,0.0
1197169,1,1.24,C,7,1,54,60,B1,'Regular',454,R11,300.1
1197232,0,0.33,F,7,0,49,50,B1,'Regular',10156,R11,0.0
1197360,0,0.66,C,12,4,32,50,B10,'Diesel',219,R72,0.0
1197383,0,0.95,C,5,16,46,50,B1,'Regular',190,R72,0.0
1197444,0,0.98,E,6,4,54,50,B1,'Diesel',3744,R93,0.0
1197540,0,1.0,B,10,2,40,56,B11,'Diesel',57,R82,0.0
1197589,0,1.02,B,5,0,37,53,B6,'Regular',77,R93,0.0
1197591,0,0.44,A,7,5,35,50,B1,'Diesel',48,R24,0.0
1197603,0,0.96,E,5,10,33,60,B5,'Diesel',3317,R93,0.0
1198099,1,1.0,A,10,11,24,80,B2,'Regular',42,R91,1171.83
1198218,0,0.53,C,5,3,42,85,B2,'Diesel',316,R25,0.0
1198322,0,0.49,C,6,14,33,95,B4,'Regular',132,R24,0.0
1198353,0,0.8,C,5,3,48,50,B6,'Diesel',252,R91,0.0
1198445,0,1.18,B,6,0,29,76,B3,'Diesel',65,R93,0.0
1198564,0,0.58,D,4,0,25,72,B3,'Diesel',1391,R91,0.0
1198645,0,1.69,C,7,10,61,50,B2,'Diesel',190,R93,0.0
1198687,0,1.49,D,6,0,61,50,B1,'Diesel',1448,R93,0.0
1198711,0,1.06,E,10,14,51,50,B12,'Regular',3301,R73,0.0
1198780,0,1.0,D,9,14,49,54,B1,'Regular',684,R31,0.0
1198793,0,0.36,D,7,0,30,100,B1,'Regular',1250,R93,0.0
1198835,1,0.95,C,7,5,29,85,B13,'Diesel',301,R82,5720.76
2000076,0,0.66,D,7,3,38,50,B12,'Diesel',824,R91,0.0
2000114,0,0.03,A,9,2,55,50,B12,'Regular',34,R22,0.0
2000373,1,0.87,E,4,2,63,54,B12,'Regular',3663,R11,1172.0
2000616,0,0.12,B,7,3,70,50,B12,'Regular',62,R93,0.0
2000676,0,0.87,D,4,10,49,50,B12,'Regular',528,R93,0.0
2000931,0,0.12,C,5,2,77,50,B12,'Regular',215,R42,0.0
2001107,0,0.87,B,9,10,26,85,B12,'Regular',95,R26,0.0
2001685,0,0.0027397260273972,E,10,10,46,54,B12,'Regular',4128,R52,0.0
2001738,0,0.2,E,7,3,51,50,B12,'Regular',5936,R11,0.0
2001872,0,0.74,B,5,2,41,64,B12,'Regular',80,R52,0.0
2001895,0,0.8,D,9,2,53,50,B12,'Regular',1110,R82,0.0
2001989,0,0.83,D,8,2,51,50,B12,'Regular',645,R11,0.0
2002565,0,0.28,E,7,2,65,95,B12,'Regular',2658,R82,0.0
2002571,0,0.71,E,8,2,55,50,B12,'Regular',3132,R11,0.0
2002914,0,0.28,A,7,2,59,55,B12,'Diesel',29,R94,0.0
2003334,0,0.28,D,5,2,27,79,B3,'Diesel',989,R82,0.0
2003645,0,0.36,D,7,2,38,68,B12,'Diesel',1397,R73,0.0
2003688,0,0.36,A,7,5,45,76,B5,'Regular',44,R54,0.0
2004291,0,0.45,C,9,2,44,50,B12,'Regular',229,R91,0.0
2004618,0,0.45,E,7,2,43,64,B12,'Regular',3023,R11,0.0
2005337,0,0.53,E,9,7,41,50,B12,'Regular',3657,R82,0.0
2005389,0,0.46,C,5,2,35,56,B12,'Regular',150,R93,0.0
2005508,1,0.46,E,5,2,52,50,B12,'Regular',4393,R11,1172.0
2005942,0,0.36,D,6,9,24,95,B3,'Diesel',598,R25,0.0
2006245,0,0.61,C,6,2,56,50,B12,'Regular',215,R91,0.0
2006427,0,0.61,D,5,2,56,50,B12,'Regular',713,R52,0.0
2007069,0,0.7,C,7,7,48,90,B13,'Diesel',148,R21,0.0
2007184,0,0.7,D,10,2,47,50,B12,'Regular',1408,R52,0.0
2007866,0,0.21,D,7,1,50,50,B12,'Diesel',824,R91,0.0
2008118,0,0.78,C,5,10,25,76,B2,'Regular',138,R91,0.0
2008255,0,0.57,D,8,2,29,72,B12,'Regular',721,R93,0.0
2008745,0,0.05,E,15,1,39,50,B12,'Regular',3075,R72,0.0
2008875,0,0.95,E,6,6,51,50,B5,'Diesel',5460,R11,0.0
2008965,0,0.87,A,7,2,35,54,B12,'Diesel',21,R91,0.0
2009171,0,0.95,C,15,2,45,50,B12,'Diesel',495,R31,0.0
2009435,0,0.95,C,6,2,31,51,B12,'Regular',193,R82,0.0
2009534,0,0.04,C,11,2,55,50,B12,'Diesel',242,R91,0.0
2009570,0,0.04,E,6,0,55,50,B12,'Regular',2131,R82,0.0
2009734,0,0.04,E,7,2,46,78,B12,'Regular',6913,R11,0.0
2010059,0,0.03,F,10,1,34,100,B12,'Regular',27000,R11,0.0
2010083,0,0.96,D,5,1,48,50,B2,'Diesel',824,R91,0.0
2010290,0,0.14,E,11,0,57,50,B12,'Diesel',9307,R82,0.0
2010585,2,0.43,E,5,3,28,90,B1,'Diesel',2925,R11,1728.1399999999999
2011281,0,0.87,B,4,1,34,50,B12,'Regular',52,R53,0.0
2011557,0,0.12,E,7,2,51,50,B12,'Diesel',3973,R23,0.0
2011632,0,0.68,B,7,0,49,50,B12,'Diesel',83,R72,0.0
2011852,0,0.12,D,5,1,58,50,B12,'Regular',636,R74,0.0
2011910,0,0.61,C,10,1,64,52,B12,'Regular',324,R91,0.0
2011942,0,0.2,D,5,2,46,60,B12,'Regular',1294,R72,0.0
2011987,0,0.2,C,7,1,52,50,B12,'Diesel',231,R31,0.0
2012188,0,0.2,D,4,1,49,50,B12,'Regular',1765,R31,0.0
2012753,0,0.2,D,5,9,34,80,B4,'Diesel',959,R23,0.0
2012932,0,0.2,C,7,5,33,51,B12,'Regular',121,R91,0.0
2012972,0,0.84,E,4,1,53,50,B12,'Regular',2365,R31,0.0
2013244,0,0.28,C,4,10,21,100,B1,'Regular',110,R54,0.0
2013638,0,0.01,C,11,6,34,50,B12,'Regular',111,R43,0.0
2014052,0,0.28,D,7,5,55,51,B5,'Diesel',824,R91,0.0
2014675,0,0.63,D,5,6,25,95,B3,'Diesel',1370,R73,0.0
2015030,0,0.54,C,7,10,58,50,B1,'Regular',129,R82,0.0
2015151,0,0.01,E,9,3,44,50,B12,'Regular',2715,R93,0.0
2015644,0,0.13,D,10,1,33,76,B12,'Regular',1422,R82,0.0
2015900,0,0.54,A,6,1,42,50,B12,'Regular',21,R21,0.0
2016071,0,0.54,D,4,1,37,50,B12,'Regular',1326,R93,0.0
2016156,0,0.45,E,11,10,55,62,B10,'Regular',4348,R72,0.0
2016187,0,0.54,D,4,1,62,50,B12,'Regular',928,R31,0.0
2016878,0,0.48,E,6,0,45,50,B12,'Regular',9812,R11,0.0
2016967,1,0.33,F,8,3,47,50,B12,'Regular',27000,R11,1172.0
2017752,0,0.53,C,5,2,41,64,B2,'Regular',388,R93,0.0
2018119,0,0.38,C,4,1,65,50,B12,'Regular',358,R73,0.0
2018312,0,0.38,A,6,5,64,50,B12,'Regular',28,R72,0.0
2018324,0,0.38,F,7,1,24,95,B12,'Regular',27000,R11,0.0
2018361,0,0.38,B,12,1,69,50,B12,'Regular',93,R91,0.0
2018392,0,0.38,D,5,1,49,50,B12,'Regular',863,R82,0.0
2018572,0,0.7,E,6,3,27,80,B12,'Diesel',3132,R11,0.0
2018642,1,0.7,E,4,1,41,54,B12,'Regular',5053,R11,1172.0
2018812,0,0.12,D,4,1,37,60,B12,'Regular',1780,R31,0.0
2019494,0,0.78,C,7,1,51,50,B12,'Regular',244,R73,0.0
2019839,0,0.78,D,4,1,31,57,B12,'Regular',570,R25,0.0
2019996,0,0.78,E,5,1,56,50,B12,'Regular',2472,R82,0.0
2020909,0,0.2,B,9,1,57,50,B12,'Regular',86,R91,0.0
2021062,0,0.36,D,7,1,37,68,B12,'Regular',1323,R82,0.0
2021075,0,0.32,E,9,9,23,95,B4,'Regular',4436,R25,0.0
2021234,0,0.95,E,4,1,40,50,B12,'Regular',3132,R11,0.0
2021492,0,0.95,C,4,1,61,50,B12,'Regular',153,R52,0.0
2021896,0,0.17,F,8,1,36,50,B12,'Diesel',13719,R11,0.0
2021940,0,0.95,A,11,1,52,50,B12,'Diesel',47,R94,0.0
2022098,0,0.95,B,4,1,40,50,B12,'Regular',58,R83,0.0
2022122,0,0.5,E,6,9,35,72,B2,'Diesel',2365,R31,0.0
2022969,0,0.1,A,11,0,56,50,B12,'Diesel',9,R82,0.0
2023240,0,0.15,E,6,9,40,118,B1,'Regular',8023,R11,0.0
2023404,0,0.06,A,7,3,40,50,B12,'Diesel',17,R24,0.0
2023627,0,0.75,C,10,15,57,50,B13,'Diesel',269,R93,0.0
2023740,0,0.23,D,8,1,37,53,B12,'Diesel',645,R91,0.0
2024126,0,0.78,B,8,0,42,50,B12,'Diesel',75,R53,0.0
2024478,0,0.14,A,6,0,64,51,B12,'Regular',22,R22,0.0
2024673,0,0.68,C,7,0,68,50,B12,'Regular',105,R82,0.0
2025336,0,0.16,D,11,0,52,50,B12,'Regular',776,R93,0.0
2025338,0,0.76,F,4,10,31,74,B1,'Regular',12374,R11,0.0
2025372,0,0.34,D,6,2,43,90,B12,'Diesel',1746,R11,0.0
2025427,1,0.14,E,4,0,64,50,B12,'Diesel',2211,R11,1172.0
2025714,0,0.73,B,6,0,28,60,B12,'Diesel',67,R72,0.0
2025974,0,0.57,B,4,0,56,64,B12,'Diesel',58,R72,0.0
2026175,0,0.7,A,7,0,38,64,B12,'Diesel',21,R22,0.0
2026209,0,0.1,B,11,4,46,56,B12,'Diesel',64,R93,0.0
2026425,0,0.0082191780821917,A,4,0,44,50,B12,'Regular',28,R31,0.0
2026521,0,0.55,E,7,0,41,50,B12,'Regular',3859,R11,0.0
2026621,0,0.24,C,8,0,54,50,B12,'Diesel',374,R93,0.0
2026895,0,0.05,F,4,0,53,50,B12,'Regular',14368,R11,0.0
2027369,0,0.16,E,4,0,37,56,B12,'Regular',4128,R52,0.0
2027401,0,0.18,E,4,0,54,50,B12,'Diesel',6485,R11,0.0
2027500,0,0.03,E,7,0,23,85,B12,'Diesel',2859,R11,0.0
2027785,0,0.6,A,6,5,22,90,B12,'Diesel',23,R72,0.0
2028213,1,0.36,C,7,0,36,72,B12,'Diesel',427,R43,1677.4
2028726,0,0.52,C,6,4,23,100,B3,'Diesel',204,R31,0.0
2028779,0,0.55,C,7,4,33,90,B6,'Regular',105,R82,0.0
2028862,0,0.11,C,4,0,47,50,B12,'Regular',318,R91,0.0
2028964,0,0.47,F,10,0,50,50,B12,'Regular',27000,R11,0.0
2029262,0,0.12,D,7,0,29,54,B12,'Diesel',1193,R82,0.0
2034975,0,0.44,A,4,0,75,65,B12,'Diesel',11,R91,0.0
2035020,0,0.48,C,8,0,41,50,B12,'Diesel',139,R93,0.0
2035331,0,0.12,A,6,0,40,57,B12,'Diesel',16,R72,0.0
2035377,0,0.07,E,7,0,74,50,B12,'Regular',4762,R93,0.0
2035535,0,0.04,C,7,0,55,50,B12,'Diesel',121,R91,0.0
2035834,0,0.34,D,4,3,22,90,B6,'Regular',721,R93,0.0
2036796,0,0.07,D,8,0,49,50,B12,'Diesel',824,R91,0.0
2036803,0,0.28,A,8,0,43,50,B12,'Diesel',49,R11,0.0
2036969,0,0.1,E,7,0,43,50,B12,'Diesel',5831,R11,0.0
2037102,0,0.24,D,4,0,34,50,B12,'Diesel',1370,R73,0.0
2037632,0,0.3,F,6,0,42,51,B12,'Diesel',16284,R11,0.0
2037807,0,0.15,E,4,1,38,100,B12,'Regular',4220,R11,0.0
2037860,0,0.13,E,4,0,47,50,B12,'Regular',4762,R93,0.0
2037918,0,0.09,D,7,0,60,50,B2,'Regular',1421,R11,0.0
2037919,0,0.19,D,7,0,60,50,B2,'Regular',1421,R11,0.0
2038818,0,0.17,B,4,0,35,54,B12,'Regular',61,R73,0.0
2039818,0,0.17,C,8,0,69,50,B12,'Diesel',342,R93,0.0
2039878,0,0.12,D,8,0,50,51,B12,'Diesel',1847,R82,0.0
2040348,0,0.01,C,4,0,54,57,B2,'Regular',484,R82,0.0
2040400,0,0.04,A,8,0,69,50,B12,'Diesel',49,R82,0.0
2040504,0,0.01,B,4,0,32,51,B12,'Regular',77,R93,0.0
2040719,0,0.11,E,7,2,34,80,B12,'Diesel',9817,R11,0.0
2041007,0,0.08,E,4,0,23,76,B12,'Regular',4172,R82,0.0
2041167,0,0.02,E,10,0,52,50,B12,'Regular',5628,R11,0.0
2041171,0,0.09,F,10,0,63,52,B12,'Regular',17140,R11,0.0
2041265,0,0.08,C,5,0,59,60,B12,'Regular',342,R93,0.0
2041956,0,0.04,E,4,0,38,51,B12,'Diesel',8346,R11,0.0
2042704,0,0.0054794520547945,D,10,10,36,63,B12,'Diesel',1521,R82,0.0
2046075,0,1.0,C,7,7,52,50,B1,'Diesel',182,R24,0.0
2046268,0,0.5,C,7,9,48,50,B5,'Diesel',105,R24,0.0
2046718,1,1.0,C,13,7,73,62,B10,'Diesel',182,R24,1172.0
2047292,0,0.24,A,7,17,49,50,B1,'Regular',19,R24,0.0
2047366,0,0.74,C,7,12,55,50,B2,'Regular',229,R53,0.0
2047602,0,0.42,D,6,15,54,50,B3,'Regular',575,R53,0.0
2047749,0,0.66,D,5,1,59,50,B2,'Regular',1237,R53,0.0
2048540,1,1.0,B,7,8,60,50,B2,'Diesel',50,R24,1172.0
2048578,0,1.0,B,5,5,71,50,B1,'Regular',57,R24,0.0
2048786,0,1.0,B,6,8,71,50,B2,'Diesel',86,R24,0.0
2049326,0,1.0,C,5,9,54,50,B1,'Regular',153,R52,0.0
2049703,0,0.99,C,7,1,53,50,B2,'Diesel',176,R24,0.0
2049880,0,1.0,A,6,12,44,50,B6,'Regular',45,R24,0.0
